url_canonical,url_final,title,word_count,text_len,Short Description (<5 words),ds_link,Company,Industry,Technology,Tag,Year,text_exists,good,srank,merged_text_path
https://blog.flipkart.tech/one-prompt-to-rule-them-all-llms-for-opinion-summary-evaluation-d5dd4eb6f225,https://blog.flipkart.tech/one-prompt-to-rule-them-all-llms-for-opinion-summary-evaluation-d5dd4eb6f225?gi=73c5f8a84de6,One Prompt To Rule Them All: LLMs For Opinion Summary Evaluation | by Tejpalsingh Siledar | Flipkart Tech Blog,1545,10692,Generate summaries of product reviews,https://blog.flipkart.tech/one-prompt-to-rule-them-all-llms-for-opinion-summary-evaluation-d5dd4eb6f225,Flipkart,E-commerce and retail,Generative AI & LLM,product feature,2025.0,True,True,1,merged/texts/1278a85f35eb6afdae1ea42070ea4cf0a0313088.txt
https://blog.flipkart.tech/the-future-of-e-commerce-how-ai-is-learning-to-describe-products-with-less-data-8dfbf05f83a1,https://blog.flipkart.tech/the-future-of-e-commerce-how-ai-is-learning-to-describe-products-with-less-data-8dfbf05f83a1,The Future of E-commerce: How AI is Learning to Describe Products with Less Data | by Mandar Shrikant Kulkarni | Flipkart Tech Blog,1052,7110,Predict product attributes from images,https://blog.flipkart.tech/the-future-of-e-commerce-how-ai-is-learning-to-describe-products-with-less-data-8dfbf05f83a1,Flipkart,E-commerce and retail,Generative AI & LLM,"ops, data analytics",2025.0,True,True,1,merged/texts/2e510fb2b1f8e12c162bc637acbf11fa5858733f.txt
https://blog.flipkart.tech/the-science-of-unified-ranking-integrating-ads-and-organic-recommendations-8cc24113ef21,https://blog.flipkart.tech/the-science-of-unified-ranking-integrating-ads-and-organic-recommendations-8cc24113ef21,The Science of Unified Ranking: Integrating Ads and Organic Recommendations | by Amar Kumar | Flipkart Tech Blog,2743,17783,Place relevant ads ,https://blog.flipkart.tech/the-science-of-unified-ranking-integrating-ads-and-organic-recommendations-8cc24113ef21,Flipkart,E-commerce and retail,Predictive ML,"recommender system, ad ranking / targeting",2025.0,True,True,1,merged/texts/b7accaf558f42d28168dd091ee4ea81e35118b2b.txt
https://blog.gradient-labs.ai/p/anatomy-of-an-ai-agent-incident,https://blog.gradient-labs.ai/p/anatomy-of-an-ai-agent-incident,Anatomy of an AI agent incident,1563,9094,AI agent for incident investigation,https://blog.gradient-labs.ai/p/anatomy-of-an-ai-agent-incident,Gradient Labs,Tech,AI agents,software ops,2025.0,True,True,0,merged/texts/e3053274e57f09653861e8c10e6df47c5022dd9f.txt
https://blog.gradient-labs.ai/p/building-resilient-agentic-systems,https://blog.gradient-labs.ai/p/building-resilient-agentic-systems,Building resilient agentic systems,1310,7630,AI agent for financial services,https://blog.gradient-labs.ai/p/building-resilient-agentic-systems,Gradient Labs,Tech,AI agents,customer support,2025.0,True,True,0,merged/texts/91dbad7711c7bcb6683ac11430073da845b8c68c.txt
https://blog.malt.engineering/super-powering-our-freelancer-recommendation-system-using-a-vector-database-add643fcfd23,https://blog.malt.engineering/super-powering-our-freelancer-recommendation-system-using-a-vector-database-add643fcfd23?gi=43370b15fe7d,Vector Database for Recommendation System | malt-engineering,3238,20988,Recommend relevant projects to freelancers,https://blog.malt.engineering/super-powering-our-freelancer-recommendation-system-using-a-vector-database-add643fcfd23,Malt,Tech,Predictive ML,recommender system,2024.0,True,True,1,merged/texts/29f26a22bdc5674ca1b7c0e124a425ded10150fc.txt
https://blog.picnic.nl/adding-eyes-to-picnics-automated-warehouses-8b6c70613e2f,https://blog.picnic.nl/adding-eyes-to-picnics-automated-warehouses-8b6c70613e2f?gi=9a9b147ecf61,Adding Eyes to Picnic’s Automated Warehouses | by Sander Lam | Picnic Engineering,1930,11495,Spot issues before delivering items to a customer,https://blog.picnic.nl/adding-eyes-to-picnics-automated-warehouses-8b6c70613e2f,Picnic,Delivery and mobility,CV,ops,2025.0,True,True,1,merged/texts/5ddb83d23cc4055017db68983b5b02a1cc8f7e70.txt
https://blog.picnic.nl/adding-eyes-to-picnics-automated-warehouses-part-2-b283dd7f7de6,https://blog.picnic.nl/adding-eyes-to-picnics-automated-warehouses-part-2-b283dd7f7de6,Adding Eyes to Picnic’s Automated Warehouses Part 2 | by Sven Arends | Picnic Engineering,2392,14839,Spot issues before delivering items to a customer,https://blog.picnic.nl/adding-eyes-to-picnics-automated-warehouses-part-2-b283dd7f7de6,Picnic,Delivery and mobility,CV,ops,2025.0,True,True,1,merged/texts/691d8aa49d9212655b67ab16cd36bb361917b2f0.txt
https://blog.picnic.nl/enhancing-search-retrieval-with-large-language-models-llms-7c3748b26d72,https://blog.picnic.nl/enhancing-search-retrieval-with-large-language-models-llms-7c3748b26d72,Enhancing Search Retrieval with Large Language Models (LLMs) | by Maarten Sukel | Picnic Engineering,2111,13333,Improve search relevance for product listings,https://blog.picnic.nl/enhancing-search-retrieval-with-large-language-models-llms-7c3748b26d72,Picnic,Delivery and mobility,Generative AI & LLM,search,2024.0,True,True,1,merged/texts/28ede9acc35652218f55d5b39a0f778236508d69.txt
https://blog.picnic.nl/generating-your-shopping-list-with-ai-recommendations-at-picnic-300e716241db,https://blog.picnic.nl/generating-your-shopping-list-with-ai-recommendations-at-picnic-300e716241db,Generating your shopping list with AI: recommendations at Picnic | by Thijs Sluijter | Picnic Engineering,2481,15725,Create personalized shopping lists,https://blog.picnic.nl/generating-your-shopping-list-with-ai-recommendations-at-picnic-300e716241db,Picnic,Delivery and mobility,Predictive ML,recommender system,2024.0,True,True,1,merged/texts/996d7dd7e874b6885f346b5f33e8d7b409cec118.txt
https://blog.picnic.nl/how-picnic-migrated-ml-architectures-without-sacrificing-operational-continuity-271c0e04014a,https://blog.picnic.nl/how-picnic-migrated-ml-architectures-without-sacrificing-operational-continuity-271c0e04014a,How we broke customer support language barriers without breaking production | by Carlos Arcenas | Picnic Engineering,2452,15082,Route support requests to agents,https://blog.picnic.nl/how-picnic-migrated-ml-architectures-without-sacrificing-operational-continuity-271c0e04014a,Picnic,Delivery and mobility,NLP,customer support,2024.0,True,True,1,merged/texts/9368d0aee76ed2cb6fa1d861ca75ef96133e033c.txt
https://blog.picnic.nl/running-demand-forecasting-machine-learning-models-at-scale-bd058c9d4aa7,https://blog.picnic.nl/running-demand-forecasting-machine-learning-models-at-scale-bd058c9d4aa7,Running demand forecasting machine learning models at scale | by Maarten Sukel | Picnic Engineering,1802,11886,Forecast demand for perishable products,https://blog.picnic.nl/running-demand-forecasting-machine-learning-models-at-scale-bd058c9d4aa7,Picnic,Delivery and mobility,Predictive ML,demand forecasting,2023.0,True,True,1,merged/texts/baaac5f35efd47e8a3eac9f54b6c1fd407494004.txt
https://blog.picnic.nl/solving-the-weekly-menu-puzzle-pt-2-recommendations-at-picnic-b48a4c434159,https://blog.picnic.nl/solving-the-weekly-menu-puzzle-pt-2-recommendations-at-picnic-b48a4c434159,Solving the weekly menu puzzle pt.2: recommendations at Picnic | by Giorgia Tandoi | Picnic Engineering,2147,14083,Personalized recipe recommendations,https://blog.picnic.nl/solving-the-weekly-menu-puzzle-pt-2-recommendations-at-picnic-b48a4c434159,Picnic,Delivery and mobility,Predictive ML,"recommender system, content personalization",2025.0,True,True,1,merged/texts/f621617610f9e22597e5fd2bcea0372415782a47.txt
https://blog.picnic.nl/solving-the-weekly-menu-puzzle-recommendations-at-picnic-42da16b281ad,https://blog.picnic.nl/solving-the-weekly-menu-puzzle-recommendations-at-picnic-42da16b281ad,Solving the weekly menu puzzle: recommendations at Picnic | by Giorgia Tandoi | Picnic Engineering,1964,12670,Personalized recipe recommendations,https://blog.picnic.nl/solving-the-weekly-menu-puzzle-recommendations-at-picnic-42da16b281ad,Picnic,Delivery and mobility,Predictive ML,"recommender system, content personalization",2024.0,True,True,1,merged/texts/2f65514c5c65ea406216f8674d8bba226a6ed6fa.txt
https://blog.picnic.nl/the-trade-off-between-efficiency-and-being-on-time-optimizing-drop-times-using-machine-learning-d3f6fb1b0f31,https://blog.picnic.nl/the-trade-off-between-efficiency-and-being-on-time-optimizing-drop-times-using-machine-learning-d3f6fb1b0f31,Optimal drop times using machine learning | by Tom Steenbergen | Picnic Engineering,1530,8918,Predict delivery drop times,https://blog.picnic.nl/the-trade-off-between-efficiency-and-being-on-time-optimizing-drop-times-using-machine-learning-d3f6fb1b0f31,Picnic,Delivery and mobility,Predictive ML,ETA prediction,2020.0,True,True,1,merged/texts/268bdc8f8586a2ec44cce639e0eff72f75364ee0.txt
https://blog.picnic.nl/under-the-hood-of-picnics-demand-forecasting-model-a-deep-dive-into-the-temporal-fusion-e281604d65a5,https://blog.picnic.nl/under-the-hood-of-picnics-demand-forecasting-model-a-deep-dive-into-the-temporal-fusion-e281604d65a5,Under the hood of Picnic’s demand forecasting model: A Deep Dive into the Temporal Fusion Transformer | by Dani Solis | Picnic Engineering,2170,14493,Forecast demand for perishable products,https://blog.picnic.nl/under-the-hood-of-picnics-demand-forecasting-model-a-deep-dive-into-the-temporal-fusion-e281604d65a5,Picnic,Delivery and mobility,Predictive ML,demand forecasting,2024.0,True,True,1,merged/texts/026e92448adaa222825f063bac2475a203d8d3b6.txt
https://blog.promptlayer.com/ai-sales-engineering-how-we-built-hyper-personalized-email-campaigns-at-promptlayer/,https://blog.promptlayer.com/ai-sales-engineering-how-we-built-hyper-personalized-email-campaigns-at-promptlayer/,AI Sales Engineering: How We Built Hyper-Personalized Email Campaigns at PromptLayer,1335,8433,Create hyper-personalized email campaigns,https://blog.promptlayer.com/ai-sales-engineering-how-we-built-hyper-personalized-email-campaigns-at-promptlayer/,PromptLayer,Tech,AI agents,content personalization,2025.0,True,True,0,merged/texts/252e6a2d6d8ab92b4ea7e77117be1bddf0e1eb18.txt
https://blog.replit.com/code-repair,https://blog.replit.com/code-repair,Replit — Building LLMs for Code Repair,3664,24009,Finetuning LLMs for code repairs,https://blog.replit.com/code-repair,Replit,Tech,Generative AI & LLM,product feature,2024.0,True,True,2,merged/texts/d89692412ba9bab943bade9b9f1feec65baccd42.txt
https://blog.salesforceairesearch.com/ai-summarist-slack-productivity,https://www.salesforce.com/blog/ai-summarist-slack-productivity/?bc=OTH,AI Summarist for Slack | Blog | Salesforce Research,2814,18543,Summarize Slack conversations,https://blog.salesforceairesearch.com/ai-summarist-slack-productivity,Salesforce,Tech,Generative AI & LLM,product feature,2023.0,True,True,0,merged/texts/ed203ac5a84b7b9fb7c585318f046235c8fb8ec7.txt
https://blog.salesforceairesearch.com/diversity-explainability-enterprise-app-recommendation-systems/,https://www.salesforce.com/blog/diversity-explainability-enterprise-app-recommendation-systems/?bc=OTH,Diversity and Explainability of Enterprise App Recommendation Systems,3829,26104,Recommend apps in the marketplace,https://blog.salesforceairesearch.com/diversity-explainability-enterprise-app-recommendation-systems/,Salesforce,Tech,Predictive ML,recommender system,2023.0,True,True,0,merged/texts/850fb906cab4527517822460a71911933f181b2a.txt
https://blog.salesforceairesearch.com/einstein-search-answers/,https://www.salesforce.com/blog/einstein-search-answers/?bc=OTH,Resolve Cases Quickly with Einstein Search Answers,2179,14822,Extract relevant information from a knowledge article,https://blog.salesforceairesearch.com/einstein-search-answers/,Salesforce,Tech,Predictive ML,search,2023.0,True,True,0,merged/texts/4d41398120ea2a1680625b358ccf6d4ba47082f4.txt
https://blog.twitter.com/engineering/en_us/topics/insights/2020/using-machine-learning-to-predict-the-value-of-ad-requests,https://blog.x.com/engineering/en_us/topics/insights/2020/using-machine-learning-to-predict-the-value-of-ad-requests,Using machine learning to predict the value of ad requests,1521,9253,Predict value of ad requests,https://blog.twitter.com/engineering/en_us/topics/insights/2020/using-machine-learning-to-predict-the-value-of-ad-requests,Twitter,Social platforms,Predictive ML,ad ranking / targeting,2020.0,True,True,2,merged/texts/1d2d8f44a4c5bf2e96e9ffd8c86e0708df45e52f.txt
https://blog.twitter.com/engineering/en_us/topics/insights/2021/forecasting-sql-query-resource-usage-with-machine-learning,https://blog.x.com/engineering/en_us/topics/insights/2021/forecasting-sql-query-resource-usage-with-machine-learning,Forecasting SQL query resource usage with machine learning,1825,11928,Forecast resource usage and cost,https://blog.twitter.com/engineering/en_us/topics/insights/2021/forecasting-sql-query-resource-usage-with-machine-learning,Twitter,Social platforms,Predictive ML,demand forecasting,2021.0,True,True,2,merged/texts/d30c35e85472df0777826a2407882ea00ae594b1.txt
https://blog.twitter.com/engineering/en_us/topics/insights/2022/model-based-candidate-generation-for-account-recommendations,https://blog.x.com/engineering/en_us/topics/insights/2022/model-based-candidate-generation-for-account-recommendations,Model-based candidate generation for account recommendations,712,4779,Recommend accounts to follow,https://blog.twitter.com/engineering/en_us/topics/insights/2022/model-based-candidate-generation-for-account-recommendations,Twitter,Social platforms,Predictive ML,recommender system,2022.0,True,True,2,merged/texts/2b75cc1e57c33fdff14a010a57276fb2144dcbf2.txt
https://blog.twitter.com/engineering/en_us/topics/open-source/2023/twitter-recommendation-algorithm,https://blog.x.com/engineering/en_us/topics/open-source/2023/twitter-recommendation-algorithm,Twitter's Recommendation Algorithm,1705,10906,Recommend interesting tweets,https://blog.twitter.com/engineering/en_us/topics/open-source/2023/twitter-recommendation-algorithm ,Twitter,Social platforms,Predictive ML,recommender system,2023.0,True,True,2,merged/texts/46b2be851179372c9ec58d1fa82557f2c315ff27.txt
https://booking.ai/building-a-genai-agent-for-partner-guest-messaging-f54afb72e6cf,https://booking.ai/building-a-genai-agent-for-partner-guest-messaging-f54afb72e6cf?gi=50587e8f5043,Building a GenAI Agent for Partner-Guest Messaging | by Başak Tuğçe Eskili | Booking.com Data Science,1450,9846,Suggest relevant responses to customer inquiries,https://booking.ai/building-a-genai-agent-for-partner-guest-messaging-f54afb72e6cf,Booking,"Travel, E-commerce and retail",AI agents,"product feature, customer support",2025.0,True,True,1,merged/texts/324bd11946df58313fa63df028eb1826aa950b5c.txt
https://builders.ramp.com/post/how-to-build-agents-users-can-trust,https://builders.ramp.com/post/how-to-build-agents-users-can-trust,How To Build Agents Users Can Trust — Ramp Builders Blog,1673,10337,Build trustworthy AI agents,https://builders.ramp.com/post/how-to-build-agents-users-can-trust,Ramp,Fintech and banking,AI agents,ops,2025.0,True,True,2,merged/texts/eaa64361538e63aed0e3e39b2860a54e279f624c.txt
https://building.nubank.com.br/beyond-prediction-machines/,https://building.nubank.com/beyond-prediction-machines/,Beyond prediction machines - Building Nubank,2039,12284,Predict conversions and attract new customers,https://building.nubank.com.br/beyond-prediction-machines/,Nubank,Fintech and banking,Predictive ML,"propensity to buy, causality",2021.0,True,True,2,merged/texts/017ab182aa10e2c3299e12d4c3e6b58e95a2740b.txt
https://building.nubank.com.br/presenting-precog-nubanks-real-time-event-ai/,https://building.nubank.com/presenting-precog-nubanks-real-time-event-ai/,"Presenting Precog, Nubank's Real Time Event AI - Building Nubank",1909,12314,Automatically route customer phone calls,https://building.nubank.com.br/presenting-precog-nubanks-real-time-event-ai/,Nubank,Fintech and banking,Predictive ML,product feature,2023.0,True,True,2,merged/texts/f03d308db17e5fe8a648a3d1bd64bf009966daf6.txt
https://building.nubank.com/ai-solution-for-search/,https://building.nubank.com/ai-solution-for-search/,AskNu: A RAG solution to increase Employees Productivity at Nubank - Building Nubank,1597,10250,Build RAG-based internal chatbot,https://building.nubank.com/ai-solution-for-search/,Nubank,Fintech and banking,RAG,chatbot,2025.0,True,True,2,merged/texts/6f5c1aaa275bbf40c960c0ed2c041bbf8a340b2f.txt
https://building.nubank.com/artificial-intelligence-human-resources/,https://building.nubank.com/artificial-intelligence-human-resources/,Pioneering the Future of Work: How Nubank is Transforming HR with AI - Building Nubank,1516,10374,Improve HR processes with Gen AI,https://building.nubank.com/artificial-intelligence-human-resources/,Nubank,Fintech and banking,Generative AI & LLM,"ops, HR tasks",2025.0,True,True,2,merged/texts/86f5cd7709f951e0278ae696f91566e7d297981e.txt
https://building.nubank.com/fine-tuning-transaction-user-models/,https://building.nubank.com/fine-tuning-transaction-user-models/,Fine-Tuning Transaction User Models - Building Nubank,1894,12786,Modeling customer finances ,https://building.nubank.com/fine-tuning-transaction-user-models/,Nubank,Fintech and banking,Generative AI & LLM,data analytics,2025.0,True,True,2,merged/texts/e6da8e5ae78cb223f9705e353e8d51089f4f2a3a.txt
https://building.nubank.com/foundation-models-ai-nubank-transformation/,https://building.nubank.com/foundation-models-ai-nubank-transformation/,Building Foundation Models into Nubank’s AI Platform - Building Nubank,1970,13516,Capture user behavioral signals with foundation models,https://building.nubank.com/foundation-models-ai-nubank-transformation/,Nubank,Fintech and banking,Generative AI & LLM,data analytics,2025.0,True,True,2,merged/texts/be053daaa52a446cf548f0443ab99388d2670452.txt
https://building.nubank.com/optimizing-user-narratives-for-foundation-models/,https://building.nubank.com/optimizing-user-narratives-for-foundation-models/,Optimizing User Narratives for Foundation Models - Building Nubank,2302,15207,Represent transactional user behavior,https://building.nubank.com/optimizing-user-narratives-for-foundation-models/,Nubank,Fintech and banking,Predictive ML,data analytics,2025.0,True,True,2,merged/texts/94c75f529329be384d109b8ddefe1469e184705a.txt
https://building.nubank.com/practices-to-scale-machine-learning-operations/,https://building.nubank.com/practices-to-scale-machine-learning-operations/,Practices to scale Machine Learning operations - Building Nubank,1366,9297,Detect fraud at scale,https://building.nubank.com/practices-to-scale-machine-learning-operations/,Nubank,Fintech and banking,Predictive ML,"ops, fraud detection",2025.0,True,True,2,merged/texts/7275a78c47d84c7de1c0b0516f2d286103105746.txt
https://building.nubank.com/the-potential-of-sequential-modeling-in-fraud-prevention-insights-from-experts-at-nubank/,https://building.nubank.com/the-potential-of-sequential-modeling-in-fraud-prevention-insights-from-experts-at-nubank/,Unlocking the potential of sequential modeling in fraud prevention: Insights from experts at Nubank - Building Nubank,1726,10889,Prevent fraud with sequential modeling,https://building.nubank.com/the-potential-of-sequential-modeling-in-fraud-prevention-insights-from-experts-at-nubank/,Nubank,Fintech and banking,Predictive ML,"ops, fraud detection",2024.0,True,True,2,merged/texts/11fc71607f37470755a7d3318a87a8879d3608ea.txt
